city_id;area;city;county (powiat);population;voivodeship
1;56,3 km²;Legnica;powiat Legnica;92568;dolnośląskie
2;17,1 km²;Syców;powiat oleśnicki;9928;dolnośląskie
3;37,4 km²;Kowary;powiat jeleniogórski;9806;dolnośląskie
4;14,9 km²;Środa Śląska;powiat średzki;9548;dolnośląskie
5;33,9 km²;Kudowa-Zdrój;powiat kłodzki;9324;dolnośląskie
6;10,7 km²;Bystrzyca Kłodzka;powiat kłodzki;9045;dolnośląskie
7;14,4 km²;Oborniki Śląskie;powiat trzebnicki;8992;dolnośląskie
8;16,6 km²;Lwówek Śląski;powiat lwówecki;8180;dolnośląskie
9;109,3 km²;Jelenia Góra;powiat Jelenia Góra;75429;dolnośląskie
10;15,1 km²;Ziębice;powiat ząbkowicki;7995;dolnośląskie
11;9 km²;Chocianów;powiat polkowicki;7404;dolnośląskie
12;8,6 km²;Kąty Wrocławskie;powiat wrocławski;7171;dolnośląskie
13;40,8 km²;Lubin;powiat lubiński;68016;dolnośląskie
14;292,8 km²;Wrocław;powiat Wrocław;674132;dolnośląskie
15;35,1 km²;Głogów;powiat głogowski;62533;dolnośląskie
16;32,2 km²;Sobótka;powiat wrocławski;6997;dolnośląskie
17;17,7 km²;Pieszyce;powiat dzierżoniowski;6782;dolnośląskie
18;7,6 km²;Żarów;powiat świdnicki;6474;dolnośląskie
19;8,3 km²;Twardogóra;powiat oleśnicki;6207;dolnośląskie
20;9,5 km²;Żmigród;powiat trzebnicki;6205;dolnośląskie
21;6,6 km²;Gryfów Śląski;powiat lwówecki;6148;dolnośląskie
22;21,8 km²;Świdnica;powiat świdnicki;53157;dolnośląskie
23;17,2 km²;Polanica-Zdrój;powiat kłodzki;5994;dolnośląskie
24;16,2 km²;Głuszyca;powiat wałbrzyski;5930;dolnośląskie
25;20,9 km²;Piława Górna;powiat dzierżoniowski;5929;dolnośląskie
26;75,4 km²;Szklarska Poręba;powiat jeleniogórski;5832;dolnośląskie
27;43,2 km²;Piechowice;powiat jeleniogórski;5774;dolnośląskie
28;6,2 km²;Przemków;powiat polkowicki;5601;dolnośląskie
29;22,4 km²;Lubawka;powiat kamiennogórski;5568;dolnośląskie
30;9,9 km²;Pieńsk;powiat zgorzelecki;5451;dolnośląskie
31;13,5 km²;Ścinawa;powiat lubiński;5288;dolnośląskie
32;14,8 km²;Szczawno-Zdrój;powiat wałbrzyski;5247;dolnośląskie
33;4,3 km²;Jaworzyna Śląska;powiat świdnicki;5026;dolnośląskie
34;20,3 km²;Lądek-Zdrój;powiat kłodzki;4995;dolnośląskie
35;2,4 km²;Stronie Śląskie;powiat kłodzki;4992;dolnośląskie
36;80,4 km²;Szczytna;powiat kłodzki;4810;dolnośląskie
37;17,4 km²;Jedlina-Zdrój;powiat wałbrzyski;4652;dolnośląskie
38;7,7 km²;Bolków;powiat jaworski;4637;dolnośląskie
39;8,4 km²;Bierutów;powiat oleśnicki;4481;dolnośląskie
40;13 km²;Kamieniec Ząbkowicki;powiat ząbkowicki;4328;dolnośląskie
41;20,3 km²;Olszyna;powiat lubański;4313;dolnośląskie
42;38 km²;Karpacz;powiat jeleniogórski;4278;dolnośląskie
43;16,1 km²;Nowogrodziec;powiat bolesławiecki;4115;dolnośląskie
44;22,3 km²;Duszniki-Zdrój;powiat kłodzki;4051;dolnośląskie
45;8,6 km²;Leśna;powiat lubański;4016;dolnośląskie
46;22,9 km²;Bolesławiec;powiat bolesławiecki;37160;dolnośląskie
47;21 km²;Oleśnica;powiat oleśnicki;35210;dolnośląskie
48;27,4 km²;Oława;powiat oławski;33183;dolnośląskie
49;20,1 km²;Dzierżoniów;powiat dzierżoniowski;30822;dolnośląskie
50;20,7 km²;Świeradów-Zdrój;powiat lubański;3961;dolnośląskie
51;6,1 km²;Zawidów;powiat zgorzelecki;3766;dolnośląskie
52;10,3 km²;Mieroszów;powiat wałbrzyski;3762;dolnośląskie
53;14,7 km²;Mirsk;powiat lwówecki;3653;dolnośląskie
54;9,9 km²;Prochowice;powiat legnicki;3514;dolnośląskie
55;32,2 km²;Wojcieszów;powiat złotoryjski;3464;dolnośląskie
56;15,9 km²;Zgorzelec;powiat zgorzelecki;29109;dolnośląskie
57;36,2 km²;Bielawa;powiat dzierżoniowski;28181;dolnośląskie
58;24,8 km²;Kłodzko;powiat kłodzki;24933;dolnośląskie
59;30,4 km²;Świebodzice;powiat świdnicki;21870;dolnośląskie
60;23,7 km²;Polkowice;powiat polkowicki;21416;dolnośląskie
61;18,8 km²;Jawor;powiat jaworski;20713;dolnośląskie
62;37,1 km²;Nowa Ruda;powiat kłodzki;20543;dolnośląskie
63;19,8 km²;Niemcza;powiat dzierżoniowski;2703;dolnośląskie
64;8,7 km²;Węgliniec;powiat zgorzelecki;2654;dolnośląskie
65;3,3 km²;Wąsosz;powiat górowski;2557;dolnośląskie
66;7,7 km²;Złoty Stok;powiat ząbkowicki;2470;dolnośląskie
67;14,4 km²;Międzylesie;powiat kłodzki;2397;dolnośląskie
68;6,4 km²;Międzybórz;powiat oleśnicki;2331;dolnośląskie
69;4,7 km²;Bardo;powiat ząbkowicki;2329;dolnośląskie
70;15,1 km²;Radków;powiat kłodzki;2270;dolnośląskie
71;9,2 km²;Wiązów;powiat strzeliński;2265;dolnośląskie
72;10,9 km²;Prusice;powiat trzebnicki;2149;dolnośląskie
73;11,1 km²;Miękinia;powiat średzki;2059;dolnośląskie
74;1,8 km²;Świerzawa;powiat złotoryjski;2015;dolnośląskie
75;16,1 km²;Lubań;powiat lubański;19640;dolnośląskie
76;18 km²;Kamienna Góra;powiat kamiennogórski;17243;dolnośląskie
77;59,9 km²;Bogatynia;powiat zgorzelecki;16152;dolnośląskie
78;17,1 km²;Jelcz-Laskowice;powiat oławski;15088;dolnośląskie
79;20,5 km²;Strzegom;powiat świdnicki;15026;dolnośląskie
80;13,7 km²;Ząbkowice Śląskie;powiat ząbkowicki;14299;dolnośląskie
81;27 km²;Boguszów-Gorce;powiat wałbrzyski;14272;dolnośląskie
82;11,5 km²;Złotoryja;powiat złotoryjski;14257;dolnośląskie
83;10,6 km²;Trzebnica;powiat trzebnicki;13624;dolnośląskie
84;18,6 km²;Brzeg Dolny;powiat wołowski;12565;dolnośląskie
85;5,3 km²;Chojnów;powiat legnicki;12392;dolnośląskie
86;18,5 km²;Wołów;powiat wołowski;12043;dolnośląskie
87;12,7 km²;Strzelin;powiat strzeliński;11956;dolnośląskie
88;84,7 km²;Wałbrzych;powiat Wałbrzych;101082;dolnośląskie
89;15,7 km²;Siechnice;powiat wrocławski;10797;dolnośląskie
90;13,5 km²;Milicz;powiat milicki;10785;dolnośląskie
91;13,7 km²;Góra;powiat górowski;10778;dolnośląskie
92;8,1 km²;Lubomierz;powiat lwówecki;1759;dolnośląskie
93;7,2 km²;Wleń;powiat lwówecki;1577;dolnośląskie
94;7,7 km²;Szubin;powiat nakielski;9405;kujawsko-pomorskie
95;10,2 km²;Kruszwica;powiat inowrocławski;9131;kujawsko-pomorskie
96;57,8 km²;Grudziądz;powiat Grudziądz;89081;kujawsko-pomorskie
97;6,6 km²;Sępólno Krajeńskie;powiat sępoleński;8785;kujawsko-pomorskie
98;9,5 km²;Janikowo;powiat inowrocławski;8186;kujawsko-pomorskie
99;30,4 km²;Inowrocław;powiat inowrocławski;67745;kujawsko-pomorskie
100;3,7 km²;Barcin;powiat żniński;6985;kujawsko-pomorskie
101;9,2 km²;Gniewkowo;powiat inowrocławski;6685;kujawsko-pomorskie
102;4,3 km²;Więcbork;powiat sępoleński;5680;kujawsko-pomorskie
103;3,5 km²;Nowe;powiat świecki;5439;kujawsko-pomorskie
104;4,5 km²;Strzelno;powiat mogileński;5240;kujawsko-pomorskie
105;3,4 km²;Pakość;powiat inowrocławski;5152;kujawsko-pomorskie
106;5,7 km²;Radziejów;powiat radziejowski;5081;kujawsko-pomorskie
107;7 km²;Brześć Kujawski;powiat włocławski;4544;kujawsko-pomorskie
108;2,9 km²;Łabiszyn;powiat żniński;4391;kujawsko-pomorskie
109;6,8 km²;Kcynia;powiat nakielski;4241;kujawsko-pomorskie
110;9,8 km²;Piotrków Kujawski;powiat radziejowski;4217;kujawsko-pomorskie
111;5 km²;Mrocza;powiat nakielski;4137;kujawsko-pomorskie
112;4,5 km²;Kowalewo Pomorskie;powiat golubsko-dobrzyński;4062;kujawsko-pomorskie
113;176 km²;Bydgoszcz;powiat Bydgoszcz;328370;kujawsko-pomorskie
114;3 km²;Janowiec Wielkopolski;powiat żniński;3699;kujawsko-pomorskie
115;3,4 km²;Jabłonowo Pomorskie;powiat brodnicki;3650;kujawsko-pomorskie
116;7,5 km²;Skępe;powiat lipnowski;3433;kujawsko-pomorskie
117;4,7 km²;Kowal;powiat włocławski;3288;kujawsko-pomorskie
118;4,8 km²;Łasin;powiat grudziądzki;3058;kujawsko-pomorskie
119;23,2 km²;Brodnica;powiat brodnicki;28370;kujawsko-pomorskie
120;16,5 km²;Świecie;powiat świecki;24896;kujawsko-pomorskie
121;2 km²;Lubraniec;powiat włocławski;2716;kujawsko-pomorskie
122;7,1 km²;Pruszcz;powiat świecki;2710;kujawsko-pomorskie
123;2,2 km²;Izbica Kujawska;powiat włocławski;2456;kujawsko-pomorskie
124;3,7 km²;Kamień Krajeński;powiat sępoleński;2338;kujawsko-pomorskie
125;115,7 km²;Toruń;powiat Toruń;195263;kujawsko-pomorskie
126;13,6 km²;Chełmno;powiat chełmiński;18228;kujawsko-pomorskie
127;10,8 km²;Nakło nad Notecią;powiat nakielski;17062;kujawsko-pomorskie
128;11 km²;Rypin;powiat rypiński;15466;kujawsko-pomorskie
129;18,7 km²;Solec Kujawski;powiat bydgoski;15290;kujawsko-pomorskie
130;7,8 km²;Chełmża;powiat toruński;13767;kujawsko-pomorskie
131;11 km²;Lipno;powiat lipnowski;13409;kujawsko-pomorskie
132;8,4 km²;Żnin;powiat żniński;13124;kujawsko-pomorskie
133;17,7 km²;Tuchola;powiat tucholski;13044;kujawsko-pomorskie
134;8,5 km²;Wąbrzeźno;powiat wąbrzeski;12968;kujawsko-pomorskie
135;7,2 km²;Aleksandrów Kujawski;powiat aleksandrowski;11470;kujawsko-pomorskie
136;7,5 km²;Golub-Dobrzyń;powiat golubsko-dobrzyński;11395;kujawsko-pomorskie
137;8,3 km²;Mogilno;powiat mogileński;11052;kujawsko-pomorskie
138;85,1 km²;Włocławek;powiat Włocławek;101450;kujawsko-pomorskie
139;28,2 km²;Koronowo;powiat bydgoski;10754;kujawsko-pomorskie
140;15,3 km²;Ciechocinek;powiat aleksandrowski;10214;kujawsko-pomorskie
141;-;Kikół;powiat lipnowski;1994;kujawsko-pomorskie
142;6,5 km²;Dobrzyń nad Wisłą;powiat lipnowski;1983;kujawsko-pomorskie
143;1,8 km²;Radzyń Chełmiński;powiat grudziądzki;1784;kujawsko-pomorskie
144;9,8 km²;Nieszawa;powiat aleksandrowski;1743;kujawsko-pomorskie
145;1,9 km²;Chodecz;powiat włocławski;1712;kujawsko-pomorskie
146;-;Gąsawa;powiat żniński;1406;kujawsko-pomorskie
147;3,4 km²;Górzno;powiat brodnicki;1388;kujawsko-pomorskie
148;2,4 km²;Lubień Kujawski;powiat włocławski;1332;kujawsko-pomorskie
149;-;Bobrowniki;powiat lipnowski;1104;kujawsko-pomorskie
150;27,2 km²;Ryki;powiat rycki;9060;lubelskie
151;7,6 km²;Goraj;powiat biłgorajski;892;lubelskie
152;-;Turobin;powiat biłgorajski;873;lubelskie
153;3,7 km²;Józefów nad Wisłą;powiat opolski;812;lubelskie
154;15,3 km²;Poniatowa;powiat opolski;8328;lubelskie
155;15,1 km²;Opole Lubelskie;powiat opolski;7918;lubelskie
156;30,3 km²;Zamość;powiat Zamość;58685;lubelskie
157;40 km²;Chełm;powiat Chełm;57576;lubelskie
158;49,4 km²;Biała Podlaska;powiat Biała Podlaska;54581;lubelskie
159;23,5 km²;Bełżyce;powiat lubelski;5973;lubelskie
160;10,1 km²;Terespol;powiat bialski;5139;lubelskie
161;50,5 km²;Puławy;powiat puławski;44171;lubelskie
162;29,1 km²;Szczebrzeszyn;powiat zamojski;4760;lubelskie
163;6,7 km²;Bychawa;powiat lubelski;4511;lubelskie
164;14,3 km²;Rejowiec Fabryczny;powiat chełmski;4016;lubelskie
165;20,4 km²;Świdnik;powiat świdnicki;36806;lubelskie
166;147,5 km²;Lublin;powiat Lublin;330447;lubelskie
167;26,1 km²;Kraśnik;powiat kraśnicki;31500;lubelskie
168;13,8 km²;Nałęczów;powiat puławski;3614;lubelskie
169;30,4 km²;Kazimierz Dolny;powiat puławski;3248;lubelskie
170;10,7 km²;Tarnogród;powiat biłgorajski;3150;lubelskie
171;35,8 km²;Łuków;powiat łukowski;27303;lubelskie
172;21,1 km²;Biłgoraj;powiat biłgorajski;24932;lubelskie
173;7 km²;Krasnobród;powiat zamojski;2981;lubelskie
174;16,8 km²;Kock;powiat lubartowski;2898;lubelskie
175;-;Piszczac;powiat bialski;2825;lubelskie
176;6,2 km²;Zwierzyniec;powiat zamojski;2799;lubelskie
177;8,4 km²;Piaski;powiat świdnicki;2421;lubelskie
178;9,2 km²;Stoczek Łukowski;powiat łukowski;2373;lubelskie
179;5 km²;Józefów;powiat biłgorajski;2335;lubelskie
180;7,7 km²;Annopol;powiat kraśnicki;2316;lubelskie
181;3,9 km²;Lubycza Królewska;powiat tomaszowski;2155;lubelskie
182;13,9 km²;Lubartów;powiat lubartowski;19879;lubelskie
183;13,3 km²;Tomaszów Lubelski;powiat tomaszowski;17940;lubelskie
184;19 km²;Łęczna;powiat łęczyński;17791;lubelskie
185;42,1 km²;Krasnystaw;powiat krasnostawski;17439;lubelskie
186;33 km²;Hrubieszów;powiat hrubieszowski;16056;lubelskie
187;20 km²;Międzyrzec Podlaski;powiat bialski;15529;lubelskie
188;19,3 km²;Radzyń Podlaski;powiat radzyński;14361;lubelskie
189;38,3 km²;Dęblin;powiat rycki;14217;lubelskie
190;18 km²;Włodawa;powiat włodawski;12219;lubelskie
191;14,8 km²;Janów Lubelski;powiat janowski;11000;lubelskie
192;8,1 km²;Parczew;powiat parczewski;10240;lubelskie
193;6,5 km²;Rejowiec;powiat chełmski;1985;lubelskie
194;29,8 km²;Ostrów Lubelski;powiat lubartowski;1972;lubelskie
195;5 km²;Łaszczów;powiat tomaszowski;1967;lubelskie
196;18,5 km²;Tyszowce;powiat tomaszowski;1842;lubelskie
197;5,9 km²;Kamionka;powiat lubartowski;1718;lubelskie
198;9,5 km²;Izbica;powiat krasnostawski;1701;lubelskie
199;12,9 km²;Urzędów;powiat kraśnicki;1698;lubelskie
200;7,9 km²;Modliborzyce;powiat janowski;1414;lubelskie
201;4,7 km²;Frampol;powiat biłgorajski;1339;lubelskie
202;13,2 km²;Siedliszcze;powiat chełmski;1338;lubelskie
203;-;Czemierniki;powiat radzyński;1307;lubelskie
204;8,6 km²;Sulęcin;powiat sulęciński;9779;lubuskie
205;5,5 km²;Strzelce Krajeńskie;powiat strzelecko-drezdenecki;9724;lubuskie
206;10,7 km²;Drezdenko;powiat strzelecko-drezdenecki;9491;lubuskie
207;35,9 km²;Skwierzyna;powiat międzyrzecki;9148;lubuskie
208;-;Brody;powiat żarski;889;lubuskie
209;5,9 km²;Kożuchów;powiat nowosolski;8929;lubuskie
210;8,2 km²;Witnica;powiat gorzowski;6425;lubuskie
211;11,4 km²;Rzepin;powiat słubicki;6411;lubuskie
212;3,6 km²;Zbąszynek;powiat świebodziński;4914;lubuskie
213;14,6 km²;Nowogród Bobrzański;powiat zielonogórski;4781;lubuskie
214;14,9 km²;Sława;powiat wschowski;4119;lubuskie
215;4,8 km²;Jasień;powiat żarski;4044;lubuskie
216;21,8 km²;Nowa Sól;powiat nowosolski;36183;lubuskie
217;33,2 km²;Żary;powiat żarski;35033;lubuskie
218;2,3 km²;Bytom Odrzański;powiat nowosolski;3970;lubuskie
219;8 km²;Ośno Lubuskie;powiat słubicki;3899;lubuskie
220;3,7 km²;Babimost;powiat zielonogórski;3824;lubuskie
221;4,6 km²;Kargowa;powiat zielonogórski;3823;lubuskie
222;9,4 km²;Czerwieńsk;powiat zielonogórski;3804;lubuskie
223;9,2 km²;Iłowa;powiat żagański;3633;lubuskie
224;6,9 km²;Małomice;powiat żagański;3431;lubuskie
225;40,4 km²;Żagań;powiat żagański;23596;lubuskie
226;16,9 km²;Świebodzin;powiat świebodziński;20921;lubuskie
227;5,7 km²;Dobiegniew;powiat strzelecko-drezdenecki;2987;lubuskie
228;23,9 km²;Gozdnica;powiat żagański;2754;lubuskie
229;5,3 km²;Cybinka;powiat słubicki;2667;lubuskie
230;3,3 km²;Nowe Miasteczko;powiat nowosolski;2643;lubuskie
231;9,1 km²;Torzym;powiat sulęciński;2414;lubuskie
232;16,4 km²;Łęknica;powiat żarski;2262;lubuskie
233;3 km²;Trzciel;powiat międzyrzecki;2233;lubuskie
234;46,2 km²;Kostrzyn nad Odrą;powiat gorzowski;17626;lubuskie
235;14 km²;Międzyrzecz;powiat międzyrzecki;16924;lubuskie
236;19,2 km²;Słubice;powiat słubicki;16236;lubuskie
237;20,7 km²;Gubin;powiat krośnieński;15684;lubuskie
238;6,8 km²;Sulechów;powiat zielonogórski;15602;lubuskie
239;275,4 km²;Zielona Góra;powiat Zielona Góra;139132;lubuskie
240;9,3 km²;Wschowa;powiat wschowski;13068;lubuskie
241;12,6 km²;Lubsko;powiat żarski;12909;lubuskie
242;85,7 km²;Gorzów Wielkopolski;powiat Gorzów Wielkopolski;115847;lubuskie
243;11 km²;Szprotawa;powiat żagański;10652;lubuskie
244;8,2 km²;Krosno Odrzańskie;powiat krośnieński;10601;lubuskie
245;12,1 km²;Lubniewice;powiat sulęciński;1989;lubuskie
246;7,9 km²;Otyń;powiat nowosolski;1754;lubuskie
247;1,6 km²;Szlichtyngowa;powiat wschowski;1254;lubuskie
248;18,5 km²;Dąbrowice;powiat kutnowski;947;łódzkie
249;-;Parzęczew;powiat zgierski;919;łódzkie
250;3,8 km²;Bolimów;powiat skierniewicki;903;łódzkie
251;-;Kiernozia;powiat łowicki;831;łódzkie
252;-;Inowłódz;powiat tomaszowski;829;łódzkie
253;6 km²;Wieruszów;powiat wieruszowski;8357;łódzkie
254;8,7 km²;Żychlin;powiat kutnowski;7572;łódzkie
255;23,3 km²;Tuszyn;powiat łódzki wschodni;7189;łódzkie
256;10,8 km²;Zelów;powiat bełchatowski;7126;łódzkie
257;67,2 km²;Piotrków Trybunalski;powiat Piotrków Trybunalski;66901;łódzkie
258;293,3 km²;Łódź;powiat Łódź;655279;łódzkie
259;33 km²;Pabianice;powiat pabianicki;60929;łódzkie
260;5,9 km²;Poddębice;powiat poddębicki;6820;łódzkie
261;20,2 km²;Pajęczno;powiat pajęczański;6409;łódzkie
262;41,3 km²;Tomaszów Mazowiecki;powiat tomaszowski;57728;łódzkie
263;42,3 km²;Zgierz;powiat zgierski;53763;łódzkie
264;34,6 km²;Bełchatów;powiat bełchatowski;52567;łódzkie
265;26,3 km²;Sulejów;powiat piotrkowski;5969;łódzkie
266;4,9 km²;Działoszyn;powiat pajęczański;5292;łódzkie
267;34,6 km²;Skierniewice;powiat Skierniewice;45403;łódzkie
268;51,4 km²;Radomsko;powiat radomszczański;43216;łódzkie
269;33,6 km²;Kutno;powiat kutnowski;41009;łódzkie
270;4,2 km²;Krośniewice;powiat kutnowski;4035;łódzkie
271;51,2 km²;Sieradz;powiat sieradzki;38960;łódzkie
272;24,6 km²;Zduńska Wola;powiat zduńskowolski;38650;łódzkie
273;4,8 km²;Drzewica;powiat opoczyński;3531;łódzkie
274;16,8 km²;Rzgów;powiat łódzki wschodni;3453;łódzkie
275;13,8 km²;Złoczew;powiat sieradzki;3419;łódzkie
276;8,2 km²;Stryków;powiat zgierski;3381;łódzkie
277;6,1 km²;Przedbórz;powiat radomszczański;3189;łódzkie
278;9,5 km²;Biała Rawska;powiat rawski;3030;łódzkie
279;23,4 km²;Łowicz;powiat łowicki;26099;łódzkie
280;13,8 km²;Aleksandrów Łódzki;powiat zgierski;22020;łódzkie
281;16,9 km²;Wieluń;powiat wieluński;20682;łódzkie
282;12,2 km²;Uniejów;powiat poddębicki;2954;łódzkie
283;10,9 km²;Warta;powiat sieradzki;2952;łódzkie
284;12 km²;Kamieńsk;powiat radomszczański;2597;łódzkie
285;15,2 km²;Wolbórz;powiat piotrkowski;2265;łódzkie
286;18,9 km²;Lututów;powiat wieruszowski;2204;łódzkie
287;1,6 km²;Błaszki;powiat sieradzki;2007;łódzkie
288;27,3 km²;Konstantynów Łódzki;powiat pabianicki;19200;łódzkie
289;27 km²;Opoczno;powiat opoczyński;19116;łódzkie
290;15,5 km²;Ozorków;powiat zgierski;18168;łódzkie
291;15,7 km²;Łask;powiat łaski;16115;łódzkie
292;14,3 km²;Rawa Mazowiecka;powiat rawski;16001;łódzkie
293;9 km²;Łęczyca;powiat łęczycki;13155;łódzkie
294;19,8 km²;Głowno;powiat zgierski;13145;łódzkie
295;9,9 km²;Koluszki;powiat łódzki wschodni;12079;łódzkie
296;21,6 km²;Brzeziny;powiat brzeziński;11960;łódzkie
297;17,9 km²;Szadek;powiat zduńskowolski;1764;łódzkie
298;4,2 km²;Rozprza;powiat piotrkowski;1611;łódzkie
299;5,2 km²;Lutomiersk;powiat pabianicki;1582;łódzkie
300;5,2 km²;Piątek;powiat łęczycki;1562;łódzkie
301;10,2 km²;Ujazd;powiat tomaszowski;1542;łódzkie
302;-;Osjaków;powiat wieluński;1350;łódzkie
303;12,6 km²;Jeżów;powiat brzeziński;1271;łódzkie
304;-;Bolesławiec;powiat wieruszowski;1150;łódzkie
305;-;Żarnów;powiat opoczyński;1074;łódzkie
306;-;Białaczów;powiat opoczyński;1068;łódzkie
307;-;Grabów;powiat łęczycki;1003;łódzkie
308;17 km²;Krzeszowice;powiat krakowski;9726;małopolskie
309;39,7 km²;Krynica-Zdrój;powiat nowosądecki;9631;małopolskie
310;64,5 km²;Bukowno;powiat olkuski;9526;małopolskie
311;5,6 km²;Książ Wielki;powiat miechowski;848;małopolskie
312;326,9 km²;Kraków;powiat Kraków;804237;małopolskie
313;57,6 km²;Nowy Sącz;powiat Nowy Sącz;80446;małopolskie
314;27,7 km²;Sucha Beskidzka;powiat suski;8926;małopolskie
315;15 km²;Stary Sącz;powiat nowosądecki;8679;małopolskie
316;8,3 km²;Chełmek;powiat oświęcimski;8461;małopolskie
317;10,1 km²;Wolbrom;powiat olkuski;8104;małopolskie
318;3,3 km²;Koszyce;powiat proszowicki;769;małopolskie
319;27,1 km²;Mszana Dolna;powiat limanowski;7819;małopolskie
320;16,4 km²;Sułkowice;powiat myślenicki;6493;małopolskie
321;18,1 km²;Tuchów;powiat tarnowski;6227;małopolskie
322;13 km²;Dobczyce;powiat myślenicki;6195;małopolskie
323;17 km²;Grybów;powiat nowosądecki;5947;małopolskie
324;7,3 km²;Proszowice;powiat proszowicki;5771;małopolskie
325;20,1 km²;Maków Podhalański;powiat suski;5547;małopolskie
326;38,3 km²;Piwniczna-Zdrój;powiat nowosądecki;5418;małopolskie
327;21 km²;Jordanów;powiat suski;5406;małopolskie
328;32,9 km²;Szczawnica;powiat nowotarski;5288;małopolskie
329;24,4 km²;Muszyna;powiat nowosądecki;4452;małopolskie
330;17,7 km²;Biecz;powiat gorlicki;4341;małopolskie
331;5,5 km²;Kalwaria Zebrzydowska;powiat wadowicki;4309;małopolskie
332;3,4 km²;Słomniki;powiat krakowski;4159;małopolskie
333;11,1 km²;Żabno;powiat tarnowski;4118;małopolskie
334;6,9 km²;Szczucin;powiat dąbrowski;4079;małopolskie
335;30,1 km²;Oświęcim;powiat oświęcimski;35806;małopolskie
336;38,3 km²;Chrzanów;powiat chrzanowski;34129;małopolskie
337;51,1 km²;Nowy Targ;powiat nowotarski;33049;małopolskie
338;25,7 km²;Olkusz;powiat olkuski;32467;małopolskie
339;3 km²;Skała;powiat krakowski;3875;małopolskie
340;38 km²;Czarny Dunajec;powiat nowotarski;3684;małopolskie
341;11,5 km²;Zator;powiat oświęcimski;3614;małopolskie
342;8,9 km²;Alwernia;powiat chrzanowski;3258;małopolskie
343;8,5 km²;Wojnicz;powiat tarnowski;3137;małopolskie
344;7,2 km²;Bobowa;powiat gorlicki;3054;małopolskie
345;29,9 km²;Bochnia;powiat bocheński;28572;małopolskie
346;13,4 km²;Wieliczka;powiat wielicki;27506;małopolskie
347;23,5 km²;Gorlice;powiat gorlicki;25682;małopolskie
348;84,3 km²;Zakopane;powiat tatrzański;25266;małopolskie
349;20,5 km²;Skawina;powiat krakowski;24028;małopolskie
350;5 km²;Nowy Wiśnicz;powiat bocheński;2733;małopolskie
351;16,8 km²;Radłów;powiat tarnowski;2682;małopolskie
352;25,2 km²;Ryglice;powiat tarnowski;2675;małopolskie
353;10 km²;Ciężkowice;powiat tarnowski;2487;małopolskie
354;4,4 km²;Świątniki Górne;powiat krakowski;2398;małopolskie
355;14,1 km²;Czchów;powiat brzeski;2304;małopolskie
356;32 km²;Trzebinia;powiat chrzanowski;18613;małopolskie
357;10,3 km²;Andrychów;powiat wadowicki;18503;małopolskie
358;30,2 km²;Myślenice;powiat myślenicki;17800;małopolskie
359;23 km²;Kęty;powiat oświęcimski;17772;małopolskie
360;10,5 km²;Wadowice;powiat wadowicki;17331;małopolskie
361;27,4 km²;Niepołomice;powiat wielicki;16644;małopolskie
362;35,9 km²;Libiąż;powiat chrzanowski;16039;małopolskie
363;11,9 km²;Brzesko;powiat brzeski;15980;małopolskie
364;18,7 km²;Limanowa;powiat limanowski;14486;małopolskie
365;36,7 km²;Rabka-Zdrój;powiat nowotarski;12264;małopolskie
366;23,2 km²;Dąbrowa Tarnowska;powiat dąbrowski;11507;małopolskie
367;72,4 km²;Tarnów;powiat Tarnów;103515;małopolskie
368;15,5 km²;Miechów;powiat miechowski;10990;małopolskie
369;19 km²;Brzeszcze;powiat oświęcimski;10703;małopolskie
370;7,3 km²;Nowe Brzesko;powiat proszowicki;1611;małopolskie
371;4 km²;Zakliczyn;powiat tarnowski;1571;małopolskie
372;5,5 km²;Czerwińsk nad Wisłą;powiat płoński;986;mazowieckie
373;-;Odrzywół;powiat przysuski;967;mazowieckie
374;-;Magnuszew;powiat kozienicki;966;mazowieckie
375;20,9 km²;Solec nad Wisłą;powiat lipski;931;mazowieckie
376;-;Sienno;powiat lipski;928;mazowieckie
377;-;Przytyk;powiat radomski;907;mazowieckie
378;4,6 km²;Jadów;powiat wołomiński;900;mazowieckie
379;28,1 km²;Karczew;powiat otwocki;9311;mazowieckie
380;16,9 km²;Wyśmierzyce;powiat białobrzeski;878;mazowieckie
381;-;Głowaczów;powiat kozienicki;825;mazowieckie
382;10,3 km²;Maków Mazowiecki;powiat makowski;8974;mazowieckie
383;11,2 km²;Żuromin;powiat żuromiński;8459;mazowieckie
384;7,9 km²;Tłuszcz;powiat wołomiński;8020;mazowieckie
385;-;Gielniów;powiat przysuski;779;mazowieckie
386;31,9 km²;Siedlce;powiat Siedlce;75502;mazowieckie
387;-;Ciepielów;powiat lipski;738;mazowieckie
388;12,6 km²;Nasielsk;powiat nowodworski;7357;mazowieckie
389;15,9 km²;Zwoleń;powiat zwoleński;7195;mazowieckie
390;19,2 km²;Pruszków;powiat pruszkowski;65388;mazowieckie
391;23,7 km²;Łosice;powiat łosicki;6858;mazowieckie
392;13,4 km²;Łochów;powiat węgrowski;6564;mazowieckie
393;7,5 km²;Białobrzegi;powiat białobrzeski;6423;mazowieckie
394;8,6 km²;Mszczonów;powiat żyrardowski;6131;mazowieckie
395;13,5 km²;Legionowo;powiat legionowski;52686;mazowieckie
396;16,2 km²;Piaseczno;powiat piaseczyński;51985;mazowieckie
397;7 km²;Przysucha;powiat przysuski;5348;mazowieckie
